Ranking,User,Model,Results,Mean Reward,Std Reward
5056,danialkia5,danialkia5/ppo-LunarLander-v2,238.26999999999998,258.08,19.81
5057,amc5,amc5/ppo-LunarLander-v2,238.26999999999998,259.14,20.87
5058,LennartHRO,LennartHRO/ppo-LunarLander-v2,238.26,257.89,19.63
5059,vpepe2003,vpepe2003/ppo-LunarLander-v2,238.25,257.56,19.31
5060,threeChubbies,threeChubbies/ppo-LunarLander-v2,238.25,257.94,19.69
5061,dirkneethling,dirkneethling/ppo-LunarLander-v2,238.25,259.49,21.24
5062,sufyn,sufyn/ppo-LunarLander-v2,238.24999999999997,262.34,24.09
5063,hnthai,hnthai/ppo-LunarLander-v2,238.24999999999997,261.09,22.84
5064,VijayaKrishnaRamesh,VijayaKrishnaRamesh/PPO-LunarLander-v2,238.24999999999997,260.27,22.02
5065,Hoodog,Hoodog/PPO-LunarLander-v2,238.24999999999997,261.34,23.09
5066,aestes,aestes/ppo-LunarLander-v2,238.24,259.92,21.68
5067,Sandpaperr,Sandpaperr/ppo-LunarLander-v2,238.24,259.04,20.8
5068,anologicon,anologicon/ppo-LunarLander-v2,238.21999999999997,257.46,19.24
5069,Manumanuel,Manumanuel/firs_rl_model-LunarLander-v1,238.21,264.18,25.97
5070,jackoyoungblood,jackoyoungblood/ppo-LunarLander-v2,238.20000000000002,261.42,23.22
5071,takeshi8989,takeshi8989/ppo-LunarLander-v2,238.2,254.53,16.33
5072,datapaf,datapaf/ppo-LunarLander-v2,238.2,256.33,18.13
5073,Koopa67,Koopa67/ppo-LunarLander-v2,238.2,252.6,14.4
5074,mmontecino,mmontecino/ppo-LunarLander-v2,238.19000000000003,262.73,24.54
5075,fez2022a,fez2022a/ppo-LunarLander-v2,238.19,257.55,19.36
5076,Wassim1,Wassim1/ppo-LunarLander-v2,238.19,256.49,18.3
5077,qumingcheng,qumingcheng/ppo-LunarLander-v2,238.18999999999997,257.96,19.77
5078,cmpatino,cmpatino/LunarLander-v2,238.18999999999997,265.59,27.4
5079,wadams,wadams/ppo-LunarLander-v2,238.18,257.88,19.7
5080,siddharth2050,siddharth2050/Deep_RL_Lunar,238.18,255.43,17.25
5081,taichooooo,taichooooo/luna-lander-v2,238.17,252.76,14.59
5082,sakshamdura,sakshamdura/LunarLander-v2,238.16000000000003,260.54,22.38
5083,bwarshaw,bwarshaw/ppo-LunarLander-v2,238.16,260.89,22.73
5084,wattai,wattai/ppo-LunarLander-v2,238.15999999999997,263.27,25.11
5085,renatostrianese,renatostrianese/ppo-LunarLander-v2,238.15000000000003,258.79,20.64
5086,unlikezy,unlikezy/ppo-LunarLander-v2,238.15,254.41,16.26
5087,tslai1992,tslai1992/deep_rl_tutorial,238.15,260.42,22.27
5088,BerserkerMother,BerserkerMother/ppo-LunarLander-v2,238.15,253.99,15.84
5089,fabiochiu,fabiochiu/PPO-LunarLander-v2-1M,238.14000000000001,252.36,14.22
5090,testing-jerry,testing-jerry/ppo-LunarLander-v2,238.13000000000002,259.97,21.84
5091,sherpaNet,sherpaNet/ppo-LunarLander-v2-Baseline,238.12,254.9,16.78
5092,mlewinski,mlewinski/ppo-LunarLander-v2,238.11999999999998,251.95,13.83
5093,foiegreis,foiegreis/ppo-LunarLander-v2,238.11999999999998,258.21,20.09
5094,Vchand0808,Vchand0808/ppo-LunarLander-v2,238.11999999999998,260.02,21.9
5095,dar-tau,dar-tau/ppo-LunarLander-v2,238.11,256.44,18.33
5096,bboy501,bboy501/PPO-LunarLander-v2,238.11,255.49,17.38
5097,DucciGang,DucciGang/LunarModel,238.11,261.69,23.58
5098,Zpwang-AI,Zpwang-AI/ppo-LunarLander-v2,238.10999999999999,257.7,19.59
5099,togoforfood,togoforfood/ppo-LunarLander-v2,238.10000000000002,263.05,24.95
5100,lior-karamany,lior-karamany/ppo-LunarLander-v2,238.10000000000002,265.16,27.06
5101,onahte,onahte/ppo-LunarLander-v2,238.1,255.53,17.43
5102,GrimReaperSam,GrimReaperSam/Unit1_LunarLander,238.1,262.26,24.16
5103,BreakthruGamer,BreakthruGamer/ppo-LunarLander-v2,238.09000000000003,260.22,22.13
5104,unagui,unagui/ppo-LunarLander-v2,238.09,258.13,20.04
5105,milotix,milotix/unit1-LunarLander-v2,238.08,261.23,23.15
5106,MinoruHenrique,MinoruHenrique/ppo-LunarLander-v2,238.07999999999998,262.25,24.17
5107,ankarb,ankarb/ppo-LunarLander-v2,238.07000000000002,253.77,15.7
5108,pablomaya,pablomaya/ppo-LunarLander-v2,238.07,254.57,16.5
5109,lbaeriswyl,lbaeriswyl/ppo-LunarLander-v2,238.07,258.12,20.05
5110,andylolu24,andylolu24/ppo-unit1-LunarLander-v2,238.07,259.56,21.49
5111,omnitron,omnitron/LunarLander,238.05,252.37,14.32
5112,jaybeeja,jaybeeja/ppo-LunarLander-v2,238.05,257.12,19.07
5113,gugaaa,gugaaa/ppo-LunarLander-v2,238.05,262.93,24.88
5114,Dharmasish,Dharmasish/ppo-LunarLander-v2,238.04999999999998,257.82,19.77
5115,krishmanc,krishmanc/ppo-LunarLander-v2,238.04000000000002,253.18,15.14
5116,Smartie1970,Smartie1970/ppo-LunarLander-v2,238.04000000000002,262.43,24.39
5117,minz27,minz27/ppo-LunarLander-v2,238.03,259.5,21.47
5118,hillspen,hillspen/ppo-LunarLander-v2,238.03,259.13,21.1
5119,Stanislav9801,Stanislav9801/ppo-LunarLander-v2-stas,238.03,256.87,18.84
5120,LukeSajkowski,LukeSajkowski/ppo-LunarLander-v2,238.02999999999997,261.96,23.93
5121,taha454,taha454/PPO-LunarLander-v2,238.01999999999998,258.07,20.05
5122,enjeyw,enjeyw/ppo-LunarLander-v2,238.01999999999998,261.88,23.86
5123,Trebla012,Trebla012/ppo-LunarLander-v2,238.01999999999998,265.64,27.62
5124,Feldi,Feldi/ppo-Lunar-Lander-v2,238.01000000000002,251.43,13.42
5125,wooihen,wooihen/ppo-LunarLander-v2-TEST2,238.01,249.95,11.94
5126,divithbs,divithbs/ppo-LunarLander-v2,238.01,252.2,14.19
5127,ShreyashS,ShreyashS/ppo-LunarLander-v2,238.01,256.64,18.63
5128,Sheli2,Sheli2/ppo-LunarLander-v2,238.00999999999996,259.78,21.77
5129,geoffm,geoffm/landertest,237.99,255.36,17.37
5130,rahil1206,rahil1206/ppo-tutorial-LunarLander-v2,237.98,260.13,22.15
5131,JRakesh,JRakesh/PPO-LunarLander-v2,237.98,260.64,22.66
5132,suhasinee,suhasinee/ppo-LunarLander-v2,237.97,255.93,17.96
5133,domjina,domjina/ppo-LunarLander-v2,237.97,252.49,14.52
5134,chrlie,chrlie/ppo-LunarLander-v2,237.97,256.76,18.79
5135,lego111Aron,lego111Aron/ppo-LunarLander-v2-new,237.96000000000004,259.22,21.26
5136,jfernsler,jfernsler/ppo-lunarlander-v2,237.96,255.4,17.44
5137,Praveenna,Praveenna/lunarlander,237.95999999999998,256.57,18.61
5138,kambehmw,kambehmw/ppo-LunarLander-v2-unit1,237.95,251.06,13.11
5139,m4ddki7,m4ddki7/ppo-LunarLander-v2,237.94,260.58,22.64
5140,dasmanabendra,dasmanabendra/ppo-LunarLander-v2,237.93999999999997,258.9,20.96
5141,hugogeraldes,hugogeraldes/ppo-LunarLander-v2,237.93000000000004,256.66,18.73
5142,Hardwarize,Hardwarize/ppo-LunarLander-v2,237.93,263.87,25.94
5143,azhiboedova,azhiboedova/ppo-LunarLander-v2,237.92000000000002,254.18,16.26
5144,Joel-Jeffrey,Joel-Jeffrey/LunarLander-v2,237.92,258.57,20.65
5145,makram,makram/TEST2ppo-LunarLander-v2,237.91999999999996,258.78,20.86
5146,demetrius007asfsafa,demetrius007asfsafa/RL-1,237.91,256.69,18.78
5147,MarkoMarkovic,MarkoMarkovic/ppo-LunarLander-v2,237.90000000000003,258.23,20.33
5148,hwting,hwting/ppo-LunarLander-v2,237.9,254.68,16.78
5149,hartman23,hartman23/ppo-LunarLander-v2,237.89000000000001,263.42,25.53
5150,vjkrish,vjkrish/lunarLander_2,237.88,271.32,33.44
5151,kitrakrev,kitrakrev/ppo-LunarLander-v2,237.88,253.88,16.0
5152,chradden,chradden/ppo-LunarLander-v2,237.88,253.28,15.4
5153,Brandulio,Brandulio/ppo-LunarLander-v2,237.88,248.6,10.72
5154,jjmcarrascosa,jjmcarrascosa/ppo-LunarLander-v2,237.87,259.26,21.39
5155,dasaprakashk,dasaprakashk/ppo-LunarLander-v2,237.87,260.44,22.57
5156,gaelcharrier,gaelcharrier/ppo-LunarLander-v2,237.85999999999999,264.2,26.34
5157,Tyrranen,Tyrranen/ppo-LunarLander-v2,237.84,257.55,19.71
5158,GoodGuyTim,GoodGuyTim/ppo-LunarLander-v2,237.83999999999997,259.65,21.81
5159,jgranie,jgranie/lunarlanderv2,237.83,254.3,16.47
5160,send-it,send-it/TEST2ppo-LunarLander-v2,237.82999999999998,261.13,23.3
5161,jlmarrugom,jlmarrugom/PPO-LunarLanderv2,237.82999999999998,253.04,15.21
5162,gauravkr,gauravkr/PPO-LandLunar-v2-test,237.82999999999998,258.02,20.19
5163,utkarshd,utkarshd/ppo-LunarLander-v2,237.82,250.39,12.57
5164,BanUrsus,BanUrsus/ppo-LunarLander-v2,237.82,256.32,18.5
5165,EntangledMango,EntangledMango/LunarLander-v2-test,237.81000000000003,259.79,21.98
5166,FrFrey,FrFrey/ppo-LunarLander-v2,237.8,258.36,20.56
5167,lvhma,lvhma/lunar-v1,237.79999999999998,258.4,20.6
5168,ssw1591,ssw1591/ppo-LunarLander-v2,237.79000000000002,262.85,25.06
5169,numinousloop,numinousloop/ppo-LunarLander-v2,237.79,251.76,13.97
5170,ayjab,ayjab/ppo-LunarLander-v2,237.79,254.47,16.68
5171,carmonca,carmonca/ppo-LunarLander-v2,237.78999999999996,264.4,26.61
5172,GluonsGluonsGluons,GluonsGluonsGluons/ppo-LunarLander-v2,237.76999999999998,259.34,21.57
5173,austenjs,austenjs/ppo-LunarLander-v2,237.76000000000002,257.23,19.47
5174,Bluezealot,Bluezealot/ppo-LunarLander-v2,237.76000000000002,261.16,23.4
5175,DimiNim,DimiNim/ppo-LunarLander-v2,237.75000000000003,258.91,21.16
5176,tacconim,tacconim/ppo-lunar_lander-v2,237.75,257.13,19.38
5177,abbanf,abbanf/ppo-LunarLander-v2,237.74,252.69,14.95
5178,JoyceXu,JoyceXu/lunarlander-v2-ppo,237.73999999999998,259.77,22.03
5179,lectura,lectura/ppo-LunarLander-v2,237.73000000000002,264.98,27.25
5180,jamking,jamking/ppo-LunarLander-v2,237.72999999999996,256.53,18.8
5181,GOMTAE,GOMTAE/ppo-LunarLander-v2,237.72000000000003,257.22,19.5
5182,MarkChen1214,MarkChen1214/ppo-LunarLander-v2,237.72,254.12,16.4
5183,DiogoVilela03,DiogoVilela03/ppo-LunarLander-v2,237.71,261.42,23.71
5184,meryemjabrane,meryemjabrane/ppo-LunarLander-v2,237.70999999999998,262.96,25.25
5185,flashus,flashus/ppo-LunarLander-v2,237.70999999999998,249.82,12.11
5186,Controlyourself,Controlyourself/ppo-LunarLander-v2,237.70999999999998,262.96,25.25
5187,Vegann,Vegann/PPO-LunarLander-v2,237.70000000000002,255.65,17.95
5188,RazPines,RazPines/ppo-LunarLander-v2,237.7,257.56,19.86
5189,MRM2,MRM2/ppo-LunarLander-v2,237.7,254.12,16.42
5190,Sebastian-Ae,Sebastian-Ae/ppo-LunarLander-v2,237.69,259.36,21.67
5191,Beatokaine,Beatokaine/LunarLander-Second-Test-Kaine,237.68,258.62,20.94
5192,born2build,born2build/ppo-LunarLander-v2,237.67000000000002,257.04,19.37
5193,yechenzhi1,yechenzhi1/ppo-LunarLander-v2,237.67,254.17,16.5
5194,shel-jang97,shel-jang97/ppo-LunarLander-v2,237.66000000000003,261.97,24.31
5195,aristizabal95,aristizabal95/ppo-lunarlander-drl-c1,237.66000000000003,258.1,20.44
5196,kchen621,kchen621/LunarLander-v2,237.66,252.75,15.09
5197,MatthieuQcc,MatthieuQcc/ppo-LunarLander-v2,237.66,252.31,14.65
5198,Ekemainai12,Ekemainai12/lunarLander-v2,237.65999999999997,263.96,26.3
5199,jeliasherrero,jeliasherrero/PPO-LunarLander-v2,237.65,255.46,17.81
5200,guydebruyn,guydebruyn/ppo-LunarLander-v2,237.65,257.55,19.9
5201,ImeneT,ImeneT/ppo-LunarLander-v2,237.64999999999998,256.15,18.5
5202,mcamara,mcamara/ppo-LunarLander-v2,237.63000000000002,256.1,18.47
5203,duwi,duwi/ppo-LunarLander-v2,237.63000000000002,260.54,22.91
5204,cemilcelik,cemilcelik/ppo-LunarLander-v2,237.63,260.94,23.31
5205,SeDm,SeDm/ppo-LunarLander-v2,237.62000000000003,258.41,20.79
5206,songcode,songcode/test,237.62,258.7,21.08
5207,ScareCrow432,ScareCrow432/PPO-LunarLander-v2,237.62,259.49,21.87
5208,nqc0108,nqc0108/ppo-LunarLander-v2,237.6,255.17,17.57
5209,TechieDreamer,TechieDreamer/ppo-LunarLander-v2,237.6,254.01,16.41
5210,LHKennyWONG,LHKennyWONG/ppo-LunarLander-v2,237.6,249.15,11.55
5211,vpib,vpib/ppo-LunarLander-v2,237.58999999999997,253.2,15.61
5212,w9632,w9632/ppo-LunarLander-v2,237.58,257.86,20.28
5213,FabiFis,FabiFis/ppo_LunarLander_v2s,237.58,256.61,19.03
5214,Battu007,Battu007/V4_PPO2_LunarLander_v2,237.57999999999998,270.02,32.44
5215,stacy,stacy/ppo-LunarLander-v2,237.57000000000002,256.8,19.23
5216,logicalexecutor,logicalexecutor/ppo-LunarLander-v2,237.56,254.41,16.85
5217,codescv123,codescv123/ppo-LunarLander-v2,237.56,255.91,18.35
5218,Fhermin,Fhermin/ppo-LunarLander-v2,237.55,258.8,21.25
5219,twintransition,twintransition/ppo-LunarLander-v2,237.53,251.3,13.77
5220,Finnfalter,Finnfalter/ppo-LunarLander-v2,237.53,253.83,16.3
5221,varo,varo/ppo-LunarLander-v2,237.52999999999997,256.08,18.55
5222,seven-dev,seven-dev/PPO-LunarLander-v2,237.51,255.97,18.46
5223,jcms-bits,jcms-bits/Deep_RL_Course,237.51,254.38,16.87
5224,Blues-Monster,Blues-Monster/ppo-LunarLander-v2,237.50000000000003,259.35,21.85
5225,sasharomanes,sasharomanes/ppo-LunarLander-v2,237.49,258.5,21.01
5226,dilums,dilums/ppo-LunarLander-v2,237.49,256.81,19.32
5227,Aryanshanu,Aryanshanu/LunarLander,237.49,250.09,12.6
5228,qimike,qimike/ppo-LunarLander-v2,237.48999999999998,259.77,22.28
5229,shanestorks,shanestorks/ppo-LunarLander-v2,237.48000000000002,256.87,19.39
5230,digimed,digimed/ppo-Lunar-Lander-v2,237.48000000000002,259.66,22.18
5231,MangGanteng21,MangGanteng21/ppo-LunarLander-v2,237.48000000000002,253.21,15.73
5232,BryanBradfo,BryanBradfo/ppo-LunarLander-v2,237.48000000000002,254.74,17.26
5233,DPalmz,DPalmz/Deep-Reinforcement-lesson-1,237.47000000000003,261.47,24.0
5234,RayanRen,RayanRen/ppo-LunarLander-v2,237.47,253.29,15.82
5235,RL-Course-2023-Archive,RL-Course-2023-Archive/ppo-LunarLander-Famin_Qiu,237.47,255.53,18.06
5236,floscha,floscha/ppo-LunarLander-v2,237.46,256.0,18.54
5237,cazdlt,cazdlt/ppo-LunarLander-v2,237.46,261.8,24.34
5238,Jasonaron,Jasonaron/ppo-LunarLander-v2,237.46,257.92,20.46
5239,yukinagato,yukinagato/ppo-LunarLander-v2,237.45,258.44,20.99
5240,tachibis,tachibis/DRL_LunarLander_v2,237.45,256.07,18.62
5241,slc48,slc48/ppo-LunarLander-v2,237.45,258.65,21.2
5242,Cloud1989,Cloud1989/ppo-LunarLander-v2,237.44,258.13,20.69
5243,bbbcs,bbbcs/ppo-LunarLander-v2,237.43,248.96,11.53
5244,drewfitz,drewfitz/ppo-LunarLander-v2,237.42000000000002,254.8,17.38
5245,IbrahimS,IbrahimS/ppo-LunarLander-v2-6-11,237.40999999999997,260.09,22.68
5246,dmortell,dmortell/ppo-LunarLander-v2,237.39000000000001,258.66,21.27
5247,CloXD,CloXD/ppo-LunarLander-v2,237.38,254.02,16.64
5248,smko77,smko77/LunarLander-v2,237.37,259.68,22.31
5249,renjou,renjou/ppo-LunarLander-v2,237.37,251.03,13.66
5250,quentino,quentino/ppo-LunarLander-v2,237.37,257.12,19.75
5251,imerino,imerino/ppo-LunarLander-v2,237.37,251.22,13.85
5252,YoannSabM,YoannSabM/LunarLander-v2,237.37,259.45,22.08
5253,hayle,hayle/ppo-LunarLander-v2,237.36999999999998,262.58,25.21
5254,azrilhafizi,azrilhafizi/ppo-LunarLander-v2,237.35999999999999,257.15,19.79
5255,Ditschiu,Ditschiu/LunarLander-v2,237.35,253.32,15.97
5256,bitcloud2,bitcloud2/ppo-LunarLander-v2-1e6,237.34000000000003,263.35,26.01
5257,ic1101,ic1101/ppo-LunarLander-v2,237.34,264.49,27.15
5258,Jeibros,Jeibros/ppo-LunarLander-v2-TEST,237.34,258.93,21.59
5259,suryaanthony,suryaanthony/ppo-LunarLander-v2,237.33,254.84,17.51
5260,xXrobroXx,xXrobroXx/ppo-LunarLander-v2,237.32999999999998,262.09,24.76
5261,Njreddy,Njreddy/ppo-LunarLander-v2,237.32999999999998,264.2,26.87
5262,KINGeorge2000,KINGeorge2000/DeepRL_unit1,237.32,254.66,17.34
5263,JiajingChen,JiajingChen/a,237.31000000000003,258.16,20.85
5264,ananthpn,ananthpn/ppo-LunarLander-v2,237.31,254.03,16.72
5265,RomBor,RomBor/PPO-LunarLander-v2,237.31,255.55,18.24
5266,Galire,Galire/ppo-LunarLander-v2,237.31,255.13,17.82
5267,Beniuv,Beniuv/model1,237.31,261.73,24.42
5268,mwilber,mwilber/PPO-LunarLander-v2,237.30999999999997,258.28,20.97
5269,29thDay,29thDay/ppo-LunarLander-v2,237.30999999999997,261.77,24.46
5270,rama100,rama100/ppo-LunarLander-v2,237.29999999999998,262.27,24.97
5271,Legfi,Legfi/ppo-LunarLander-v2,237.29999999999998,261.01,23.71
5272,GiulioRomualdi,GiulioRomualdi/ppo-LunarLander-v2,237.29999999999998,254.7,17.4
5273,fapont,fapont/ppo-LunarLander-v2,237.29,252.98,15.69
5274,LortsLogan,LortsLogan/ppo-LunarLander-v2,237.29,255.06,17.77
5275,AliMMZ,AliMMZ/ppo-LunarLander-v2,237.29,261.26,23.97
5276,mmirmahdi,mmirmahdi/ppo-LunarLander-v2,237.28,248.57,11.29
5277,martenl,martenl/ppo-LunarLander-v2,237.28,260.8,23.52
5278,MohammedEltoum,MohammedEltoum/LunarLander-v2,237.28,259.25,21.97
5279,feliciamj,feliciamj/ppo-LunarLander-v2,237.26000000000002,260.17,22.91
5280,C-12,C-12/unit1,237.26000000000002,263.55,26.29
5281,mhakami,mhakami/ppo-LunarLander-v2,237.26,257.69,20.43
5282,mason105,mason105/ppo-LunarLander-v2,237.26,261.59,24.33
5283,edwyrl,edwyrl/ppo-LunarLander-v2,237.26,248.34,11.08
5284,lamrin8224,lamrin8224/ppo-LunarLander-v2,237.25,253.87,16.62
5285,SyntaxTheRed,SyntaxTheRed/ppo-LunarLander-v2,237.24,261.11,23.87
5286,carlos23t,carlos23t/FirstRepo,237.23999999999998,256.65,19.41
5287,adam1brownell,adam1brownell/u1_lunar,237.23999999999998,259.59,22.35
5288,Waterboy96,Waterboy96/ppo-LunarLander-v2,237.23000000000002,255.27,18.04
5289,Mattizza,Mattizza/PPO-LunarLander-v2_v0__DeepRLCourse,237.23000000000002,264.37,27.14
5290,m1ch79,m1ch79/ppo-LunarLander-v2,237.23,251.95,14.72
5291,greyfoss,greyfoss/ppo-LunarLander-v2,237.23,255.41,18.18
5292,SamSJackson,SamSJackson/ppo-LunarLander-v2,237.23,255.78,18.55
5293,Kamaljp,Kamaljp/ppo-LunarLander-v2,237.23,250.16,12.93
5294,juanfkurucz,juanfkurucz/ppo-LunarLander-v2,237.22,257.93,20.71
5295,Raiden-1001,Raiden-1001/ppo-LunarLander-v2,237.22,257.93,20.71
5296,FloDevIA,FloDevIA/ppo-LunarLander-v2,237.21000000000004,261.79,24.58
5297,Eswann,Eswann/ppo-LunarLander-v2,237.21,251.21,14.0
5298,KermiDT,KermiDT/ppo-LunarLander-v2,237.20999999999998,258.84,21.63
5299,tranquilTrill,tranquilTrill/ppo-LunarLander2,237.19,258.52,21.33
5300,BaibhavJoshi,BaibhavJoshi/ppo-LunarLander-v2,237.19,252.06,14.87
5301,liyingjian,liyingjian/ppo-LunarLander-v2,237.18,258.29,21.11
5302,Santi20,Santi20/LunarLander-v2,237.18,256.32,19.14
5303,HugeFighter,HugeFighter/ppo-LunarLander-v2,237.18,253.78,16.6
5304,szdodo,szdodo/ppo-LunarLander-v2,237.17999999999998,259.39,22.21
5305,Pratikrathod08,Pratikrathod08/ppo-LunarLander-v2,237.17000000000002,261.67,24.5
5306,Krawcts,Krawcts/ppo-LunarLander-v2-TEST,237.17000000000002,258.72,21.55
5307,marianafmedeiros,marianafmedeiros/ppo-LunarLander-v2,237.17,251.44,14.27
5308,MUNDOJU,MUNDOJU/ppo-LunarLander-v2,237.17,251.13,13.96
5309,albagon,albagon/ppo-LunarLander-v2,237.16999999999996,257.03,19.86
5310,personnel,personnel/PPO-LunarLander-v2,237.16,258.25,21.09
5311,nikitamoshkov,nikitamoshkov/ppo-LunarLander-v2,237.16,257.89,20.73
5312,dussinus,dussinus/unit1-LunarLander-v2,237.16,251.43,14.27
5313,rotemg8,rotemg8/ppo-LunarLander-v2,237.15,254.62,17.47
5314,YedMavus,YedMavus/ppo-LunarLander-v2,237.14000000000001,247.52,10.38
5315,sachinkum0009,sachinkum0009/ppo-LunarLander-v2,237.14,261.08,23.94
5316,Dabe,Dabe/dqn-LunarLander-v2-5,237.13,261.75,24.62
5317,leandromiguel,leandromiguel/ppo-LunarLander-v2,237.12999999999997,257.84,20.71
5318,andisoe,andisoe/hf-drl-unit1,237.11999999999998,263.02,25.9
5319,yangchenx,yangchenx/ppo-LunarLander-v2,237.11,255.72,18.61
5320,tarpalsus,tarpalsus/ppo-LunarLander-v2,237.11,252.43,15.32
5321,hellcaster,hellcaster/ppo-LunarLander-v2,237.09,252.37,15.28
5322,SudiptaHalder,SudiptaHalder/LunaLanderMLUnit1,237.08999999999997,265.84,28.75
5323,Unclad3610,Unclad3610/ppo-LunarLander-v2,237.07,255.07,18.0
5324,Nasree,Nasree/ppo-LunarLander-v2-new,237.07,249.71,12.64
5325,Galeros,Galeros/ppo-LunarLander-v2,237.07,261.94,24.87
5326,dennischui,dennischui/ppo-LunarLander-v2,237.06999999999996,261.28,24.21
5327,HurricaneSYG,HurricaneSYG/ppo-LunarLander,237.04000000000002,253.43,16.39
5328,EdShim,EdShim/ppo-LL-v2,237.03,252.35,15.32
5329,jayeshvpatil,jayeshvpatil/ppo-LunarLander-v2,237.02999999999997,259.45,22.42
5330,jamesimmanuel,jamesimmanuel/ppo-LunarLander-v2,237.02,252.21,15.19
5331,hemantjuyal,hemantjuyal/ppo-LunarLander-v2,237.02,255.31,18.29
5332,yahia-ferchichi,yahia-ferchichi/ppo-LunarLander-v2,237.01999999999998,251.57,14.55
5333,jaksak,jaksak/ppo-LunarLander-v2,237.01000000000002,258.99,21.98
5334,nuwangeek,nuwangeek/ppo-LunarLander-v2,237.0,256.06,19.06
5335,ak6560,ak6560/my_luner_lander,237.0,254.19,17.19
5336,SounDoer,SounDoer/ppo-LunarLander-v2-xc,236.99999999999997,257.96,20.96
5337,harikrishnankc,harikrishnankc/ppo-LunarLander-v2,236.99,258.99,22.0
5338,briag,briag/ppo-LunarLander-v2,236.98999999999998,260.39,23.4
5339,Zhubaiwei77,Zhubaiwei77/ppo-LunarLander-v2,236.98000000000002,259.86,22.88
5340,kinosuke01,kinosuke01/ppo-LunarLander-v2,236.98,257.69,20.71
5341,hafeezrai,hafeezrai/ppo-LunarLander-v2,236.98,252.67,15.69
5342,katyanaveka,katyanaveka/ppo-Lunar,236.97,254.85,17.88
5343,joseph-supples,joseph-supples/ppo-LunarLander-v2,236.97,255.63,18.66
5344,gerry101,gerry101/ppo-LunarLander-v2,236.96999999999997,257.33,20.36
5345,VectorZhao,VectorZhao/ppo-LunarLander-v2,236.96999999999997,256.15,19.18
5346,thelfer,thelfer/test-RL-moonlander,236.96,255.12,18.16
5347,ntinosmg,ntinosmg/ppo-LunarLander-v2,236.96,249.9,12.94
5348,awesomedeba10,awesomedeba10/rl-course-lunarLander,236.96,253.44,16.48
5349,alexisamachine,alexisamachine/lunarLanderBaseline3,236.96,255.86,18.9
5350,TontonAurel,TontonAurel/LunarLanderV2,236.95000000000002,256.68,19.73
5351,zwangab91,zwangab91/ppo-LunarLander-v2,236.94,254.72,17.78
5352,Monica911,Monica911/ppo-LunarLander-v2,236.94,253.66,16.72
5353,Boristss,Boristss/modellunarlander,236.94,258.44,21.5
5354,Durlabh,Durlabh/ppo-LunarLander-v2,236.93,251.84,14.91
5355,srslyfku,srslyfku/ppo,236.92,259.39,22.47
5356,martinbaste,martinbaste/ppo-LunarLander-v2,236.91,250.65,13.74
5357,lianlian123,lianlian123/ppo-LunarLander-v2,236.9,250.36,13.46
5358,CC1280,CC1280/ppo-LunarLander-v2,236.9,255.12,18.22
5359,mtrubach,mtrubach/ppo-LunarLander-v2,236.89000000000004,257.97,21.08
5360,isaac331,isaac331/ppo-LunarLander-v2,236.89000000000001,246.58,9.69
5361,PHF08,PHF08/ppo-LunarLander-v2,236.89000000000001,257.99,21.1
5362,CanadaKasper,CanadaKasper/ppo_lunar_lander_v2,236.89000000000001,257.17,20.28
5363,imbued,imbued/ppo-LunarLander-v2,236.89,255.13,18.24
5364,Adripro01,Adripro01/ppo-LunarLander-v2,236.87000000000003,257.47,20.6
5365,nmackay,nmackay/ppo-LunarLander-v2,236.86999999999998,253.64,16.77
5366,DIOS9,DIOS9/ppo-LunarLander-v2,236.86,258.18,21.32
5367,Hwilner,Hwilner/ppo-LunarLander-v2,236.85999999999996,256.28,19.42
5368,RaghavanML,RaghavanML/ppo-LunarLander-v2,236.85000000000002,261.68,24.83
5369,DiricziZsolt,DiricziZsolt/ppo-LunarLander-v2,236.85000000000002,256.05,19.2
5370,charmquark,charmquark/ppo-LunarLander-v2,236.85,255.07,18.22
5371,NCJ21,NCJ21/ppo-LunarLander-v2,236.85,258.51,21.66
5372,Casio991ms,Casio991ms/PPO-LunarLander-v2,236.85,255.38,18.53
5373,Epwo,Epwo/ppo-LunarLander-v2,236.84,259.81,22.97
5374,Aryaman1,Aryaman1/ppo-lunarlander-v2,236.84,253.19,16.35
5375,peterqi1117,peterqi1117/ppo-LunarLander-v2,236.83999999999997,256.78,19.94
5376,SJSui,SJSui/fluidic-lander,236.82999999999998,252.51,15.68
5377,KKSK2023,KKSK2023/ppo-LunarLander-v2,236.82999999999998,256.57,19.74
5378,Tokess,Tokess/ppo-LunarLander-v2,236.82000000000002,258.3,21.48
5379,xpyct01,xpyct01/bruch,236.82,254.19,17.37
5380,AmericaBG,AmericaBG/ppo-LunarLander-v2,236.81000000000003,257.79,20.98
5381,mck-111,mck-111/ppo-LunarLander-v2,236.80999999999997,257.21,20.4
5382,bhutchings,bhutchings/ppo-LunarLander-v2,236.78000000000003,258.67,21.89
